id,event,team_h,team_a,team_h_score,team_a_score,finished
119,12,18,20,2,0,true
120,12,19,5,0,4,true
121,13,6,15,2,1,true
122,13,8,11,1,2,true
123,13,10,5,1,1,true
124,13,12,3,1,0,true
125,13,13,18,0,3,true
126,13,14,7,4,1,true
127,13,16,2,0,0,true
128,13,17,19,1,1,true
129,13,20,9,1,1,true
130,13,4,1,0,1,true
131,14,3,6,0,0,true
132,14,9,17,2,1,true
133,14,18,12,2,4,true
134,14,19,13,2,2,true
135,14,1,8,5,0,true
136,14,2,4,1,2,true
137,14,5,16,1,0,true
138,14,7,20,4,0,true
139,14,11,14,2,1,true
140,14,15,10,0,3,true
141,15,1,12,1,3,true
142,15,2,14,1,1,true
143,15,3,10,1,5,true
144,15,5,13,3,1,true
145,15,7,8,2,0,true
146,15,9,4,1,0,true
147,15,11,20,2,1,true
148,15,15,16,2,1,true
149,15,18,17,1,1,true
150,15,19,6,0,0,true
151,16,4,18,1,0,true
152,16,6,2,2,2,true
153,16,8,3,2,0,true
154,16,10,7,1,1,true
155,16,12,11,1,2,true
156,16,13,9,2,3,true
157,16,16,19,1,0,true
158,16,17,15,5,1,true
159,16,20,5,1,0,true
160,16,14,1,1,1,true
161,17,4,15,1,0,true
162,17,6,18,2,1,true
163,17,8,5,1,3,true
164,17,12,2,1,0,true
165,17,16,11,0,4,true
166,17,10,19,0,0,true
167,17,13,7,0,1,true
168,17,14,9,1,4,true
169,17,17,3,2,0,true
170,17,20,1,0,0,true
171,18,1,13,1,0,true
172,18,2,10,0,4,true
173,18,3,4,0,0,true
174,18,5,14,1,0,true
175,18,7,16,3,1,true
176,18,9,6,0,3,true
177,18,11,17,4,1,true
178,18,15,20,0,3,true
179,18,18,8,1,4,true
180,18,19,12,1,2,true
181,19,1,10,3,3,true
182,19,3,18,1,0,true
183,19,4,17,0,3,true
184,19,7,5,0,0,true
185,19,9,12,2,2,true
186,19,11,2,4,0,true
187,19,14,8,1,1,true
188,19,15,19,3,1,true
189,19,16,6,1,1,true
190,19,20,13,2,3,true
191,20,2,20,3,3,true
192,20,5,3,2,0,true
193,20,6,1,2,3,true
194,20,8,15,1,1,true
195,20,10,16,5,0,true
196,20,12,4,2,2,true
197,20,13,11,0,1,true
198,20,17,14,5,2,true
199,20,18,9,2,1,true
200,20,19,7,0,0,true
201,21,2,7,2,1,true
202,21,5,15,5,0,true
203,21,6,11,0,0,true
204,21,8,4,0,0,true
205,21,10,9,2,1,true
206,21,12,14,0,0,true
207,21,13,3,0,0,true
208,22,17,20,1,1,true
209,21,18,16,1,2,true
210,21,19,1,1,1,true
211,22,1,5,2,2,true
212,22,3,2,2,2,true
213,22,4,10,1,2,true
214,22,7,12,0,2,true
215,22,9,8,3,0,true
216,22,11,18,3,1,true
217,22,14,6,1,2,true
218,22,15,13,0,1,true
219,22,16,17,0,2,true
220,22,20,19,2,1,true
221,23,2,1,2,1,true
222,23,5,9,0,0,true
223,23,6,4,1,0,true
224,23,8,20,1,4,true
225,23,10,11,4,3,true
226,23,12,15,3,0,true
227,23,13,16,1,1,true
228,23,17,7,4,0,true
229,23,18,14,2,2,true
230,23,19,3,2,0,true
231,24,1,6,4,1,true
232,24,3,5,0,4,true
233,24,4,12,0,1,true
234,24,7,19,1,1,true
235,24,9,18,2,0,true
236,24,11,13,3,1,true
237,24,14,17,1,1,true
238,24,15,8,2,0,true
239,24,16,10,1,0,true
240,24,20,2,1,1,true
241,25,8,10,0,3,true
242,25,16,1,3,1,true
243,25,20,6,1,1,true
244,25,5,2,0,3,true
245,25,7,9,2,1,true
246,25,11,19,3,0,true
247,25,13,4,1,1,true
248,25,14,3,1,1,true
249,25,15,18,0,0,true
250,25,17,12,2,0,true
251,26,1,7,5,1,true
252,26,2,15,2,1,true
253,26,3,20,3,1,true
254,26,4,11,1,1,true
255,26,6,13,1,1,true
256,26,9,16,1,1,true
257,26,10,17,2,2,true
258,26,12,8,2,0,true
259,26,18,5,4,1,true
260,26,19,14,2,3,true
261,27,5,19,3,0,true
262,27,7,6,3,1,true
263,27,8,2,4,1,true
264,27,11,9,5,1,true
265,27,13,12,1,0,true
266,27,14,10,0,2,true
267,27,15,3,1,1,true
268,27,16,4,1,0,true
269,27,17,1,1,0,true
270,27,20,18,2,0,true
271,28,1,11,0,3,true
272,28,2,13,2,2,true
273,28,3,16,4,1,true
274,28,4,14,1,1,true
275,28,6,17,0,1,true
276,28,9,15,1,1,true
277,28,10,20,4,1,true
278,28,12,5,2,1,true
279,28,18,7,1,0,true
280,28,19,8,1,2,true
281,29,3,1,2,1,true
282,29,4,7,2,1,true
283,29,6,12,2,3,true
284,29,9,2,1,1,true
285,29,10,13,2,0,true
286,29,11,5,1,0,true
287,29,14,15,0,0,true
288,29,16,20,4,1,true
289,29,17,8,2,0,true
290,29,18,19,1,0,true
291,30,1,18,3,0,true
292,30,2,17,1,4,true
293,30,5,6,2,1,true
294,30,7,3,2,0,true
295,30,8,16,0,0,true
296,30,12,10,2,1,true
297,30,13,14,3,0,true
298,30,15,11,0,2,true
299,30,19,9,1,4,true
300,30,20,4,0,3,true
301,31,2,19,2,1,true
302,34,4,5,1,2,true
303,31,8,6,0,2,true
304,37,9,1,3,1,true
305,31,10,18,5,0,true
306,37,11,3,3,1,true
307,31,15,7,1,2,true
308,37,16,14,0,1,true
309,37,17,13,1,0,true
310,37,20,12,0,0,true
311,32,1,15,3,0,true
312,32,3,9,0,2,true
313,32,5,17,1,3,true
314,32,6,10,1,2,true
315,32,7,11,1,3,true
316,32,12,16,2,0,true
317,32,13,8,1,0,true
318,32,18,2,2,2,true
319,32,19,4,1,2,true
320,32,20,14,3,0,true
321,33,1,14,3,2,true
322,33,2,6,2,2,true
323,33,3,8,1,1,true
324,33,5,20,1,1,true
325,33,7,10,0,0,true
326,33,9,13,1,2,true
327,33,11,12,2,3,true
328,33,15,17,1,2,true
329,33,18,4,1,2,true
330,33,19,16,1,1,true
331,34,4,9,2,1,true
332,34,6,3,3,2,true
333,34,8,18,1,0,true
334,34,10,2,3,0,true
335,34,12,19,0,1,true
336,34,13,1,2,1,true
337,34,14,5,2,3,true
338,34,16,7,1,1,true
339,34,17,11,1,3,true
340,34,20,15,1,1,true
341,35,1,20,4,1,true
342,34,2,12,0,2,true
343,34,3,17,1,1,true
344,37,5,8,1,1,true
345,35,7,13,1,0,true
346,34,9,14,0,0,true
347,35,11,16,5,0,true
348,35,15,4,1,1,true
349,35,18,6,0,0,true
350,35,19,10,2,2,true
351,36,4,3,0,0,true
352,36,6,9,5,0,true
353,36,8,7,0,2,true
354,36,10,15,0,0,true
355,36,12,1,2,1,true
356,36,13,19,0,1,true
357,36,14,2,2,1,true
358,36,16,5,0,1,true
359,36,17,18,2,0,true
360,36,20,11,1,4,true
361,37,1,4,5,0,true
362,37,2,16,1,0,true
363,37,3,12,1,0,true
364,37,5,10,1,0,true
365,37,7,14,1,1,true
366,37,9,20,0,2,true
367,37,11,8,0,0,true
368,37,15,6,1,2,true
369,37,18,13,2,1,true
370,37,19,17,1,0,true
371,38,4,2,1,2,true
372,38,6,19,2,0,true
373,38,8,1,0,1,true
374,38,10,3,4,0,true
375,38,12,18,1,0,true
376,38,13,5,3,0,true
377,38,14,11,0,1,true
378,38,16,15,1,2,true
379,38,17,9,5,4,true
380,38,20,7,3,1,true
