id,event,team_h,team_a,team_h_score,team_a_score,finished
325,33,9,6,1,2,true
326,33,10,1,0,4,true
327,33,11,12,0,1,true
328,33,14,20,0,1,true
329,33,18,16,1,2,true
330,33,19,17,1,1,true
331,33,1,7,2,2,true
332,34,3,14,1,1,true
333,34,5,19,3,2,true
334,34,6,8,1,0,true
335,34,12,18,5,1,true
336,33,13,2,2,1,true
337,34,15,10,3,0,true
338,34,16,4,0,2,true
339,34,17,9,1,2,true
340,34,20,11,3,0,true
341,35,1,3,1,2,true
342,35,2,9,1,0,true
343,35,4,14,4,3,true
344,35,5,15,1,1,true
345,35,6,12,3,1,true
346,35,7,16,1,1,true
347,35,8,10,2,2,true
348,35,11,17,2,0,true
349,35,13,20,1,0,true
350,35,19,18,1,1,true
351,36,3,2,0,1,true
352,36,9,8,1,3,true
353,36,10,4,0,1,true
354,36,12,1,2,2,true
355,36,14,19,0,2,true
356,36,15,6,2,0,true
357,36,16,11,2,2,true
358,36,17,13,0,0,true
359,36,18,7,0,2,true
360,36,20,5,0,2,true
361,37,1,15,1,0,true
362,37,2,18,2,0,true
363,37,4,9,2,3,true
364,37,5,12,3,2,true
365,37,6,14,1,0,true
366,37,7,20,4,2,true
367,37,8,17,2,0,true
368,37,11,10,2,0,true
369,37,13,3,3,1,true
370,37,19,16,1,2,true
371,38,3,11,2,0,true
372,38,9,13,0,2,true
373,38,10,19,1,3,true
374,38,12,7,1,1,true
375,38,14,2,2,0,true
376,38,15,8,0,1,true
377,38,16,6,0,1,true
378,38,17,1,1,2,true
379,38,18,5,1,4,true
380,38,20,4,1,1,true
