id,event,team_h,team_a,team_h_score,team_a_score,finished
99,10,18,3,0,0,true
100,10,19,15,1,1,true
101,11,1,20,1,1,true
102,11,2,10,1,2,true
103,11,3,12,1,0,true
104,11,4,14,2,0,true
105,11,7,9,0,2,true
106,11,8,17,1,1,true
107,11,11,16,2,1,true
108,11,15,5,3,0,true
109,11,18,6,1,2,true
110,11,19,13,2,3,true
111,12,5,19,3,0,true
112,12,6,7,2,0,true
113,12,9,1,2,0,true
114,12,10,11,3,1,true
115,12,12,4,3,1,true
116,12,13,3,2,1,true
117,12,14,18,0,2,true
118,12,16,8,1,2,true
119,12,17,15,1,1,true
120,12,20,2,2,1,true
121,13,1,16,2,2,true
122,13,2,13,2,0,true
123,13,3,20,1,2,true
124,13,4,9,0,2,true
125,13,7,10,1,2,true
126,13,8,14,0,2,true
127,13,11,6,2,1,true
128,13,15,12,3,3,true
129,13,18,5,0,3,true
130,13,19,17,2,3,true
131,14,5,7,0,2,true
132,14,6,19,0,1,true
133,14,9,8,2,1,true
134,14,10,4,2,1,true
135,14,12,2,2,2,true
136,14,13,11,2,2,true
137,14,14,1,2,2,true
138,14,16,18,2,1,true
139,14,17,3,3,2,true
140,14,20,15,1,1,true
141,15,1,4,1,2,true
142,15,5,11,1,4,true
143,15,9,18,2,0,true
144,15,12,17,2,1,true
145,15,15,13,0,2,true
146,15,20,19,2,0,true
147,15,6,2,2,1,true
148,15,7,3,1,0,true
149,15,10,8,5,2,true
150,15,16,14,2,1,true
151,16,2,9,1,4,true
152,16,3,10,0,3,true
153,16,4,20,2,2,true
154,16,8,6,3,1,true
155,16,11,12,1,2,true
156,16,13,16,2,1,true
157,16,14,15,1,2,true
158,16,17,5,5,0,true
159,16,18,7,0,0,true
160,16,19,1,1,3,true
161,17,1,11,0,3,true
162,17,5,13,1,0,true
163,17,6,3,0,1,true
164,17,7,4,1,1,true
165,17,9,14,1,1,true
166,17,10,18,2,0,true
167,17,12,8,1,1,true
168,17,15,2,2,0,true
169,17,16,19,0,1,true
170,17,20,17,1,2,true
171,18,2,16,1,3,true
172,18,3,5,0,1,true
173,18,4,15,0,1,true
174,18,8,1,0,0,true
175,18,11,9,3,1,true
176,18,13,7,1,0,true
177,18,14,20,1,2,true
178,18,17,6,0,2,true
179,18,18,12,2,0,true
180,24,19,10,0,2,true
181,19,2,14,1,0,true
182,19,3,1,1,1,true
183,19,6,16,0,2,true
184,19,7,19,2,1,true
185,19,8,5,1,0,true
186,19,9,10,0,4,true
187,19,12,13,4,1,true
188,19,15,18,1,1,true
189,19,17,4,2,1,true
190,19,20,11,3,2,true
191,20,1,6,1,2,true
192,20,4,3,2,0,true
193,20,5,12,0,2,true
194,20,10,20,1,0,true
195,20,11,15,2,0,true
196,20,13,8,1,2,true
197,20,14,17,2,2,true
198,20,16,7,1,1,true
199,20,18,2,3,0,true
200,20,19,9,1,2,true
201,21,1,12,2,0,true
202,21,4,6,1,1,true
203,21,5,2,1,2,true
204,21,10,15,2,0,true
205,21,11,8,2,1,true
206,21,13,9,0,3,true
207,21,14,7,1,1,true
208,21,16,17,1,0,true
209,21,18,20,2,1,true
210,21,19,3,4,0,true
211,22,2,11,1,6,true
212,22,3,18,0,3,true
213,22,6,5,3,0,true
214,22,7,1,1,1,true
215,22,8,4,1,0,true
216,22,9,16,1,2,true
217,22,12,14,4,0,true
218,22,15,19,1,0,true
219,22,17,10,0,1,true
220,22,20,13,1,1,true
221,23,1,15,1,1,true
222,23,4,2,1,1,true
223,23,5,9,2,1,true
224,23,10,12,2,0,true
225,23,11,7,2,2,true
226,23,13,6,1,0,true
227,23,14,3,1,0,true
228,23,16,20,2,3,true
229,23,18,17,0,0,true
230,23,19,8,1,1,true
231,24,2,18,2,1,true
232,24,3,4,3,1,true
233,24,8,13,2,2,true
234,24,9,19,4,1,true
235,24,12,5,0,2,true
236,24,15,11,0,1,true
237,24,20,10,1,2,true
238,24,6,1,2,2,true
239,24,7,16,0,2,true
240,24,17,14,2,1,true
241,25,3,2,2,1,true
242,25,5,1,0,0,true
243,25,7,15,0,1,true
244,25,9,6,2,2,true
245,25,10,16,4,0,true
246,25,12,20,0,0,true
247,25,13,14,0,0,true
248,25,17,11,2,0,true
249,25,18,8,2,3,true
250,25,19,4,3,3,true
251,26,1,13,4,0,true
252,26,2,17,2,3,true
253,26,4,18,1,1,true
254,26,6,12,0,2,true
255,26,8,7,3,1,true
256,26,11,19,2,0,true
257,26,14,10,0,1,true
258,26,15,3,2,1,true
259,26,16,5,1,2,true
260,26,20,9,0,0,true
261,27,1,8,3,2,true
262,27,5,3,3,0,true
263,27,6,17,2,1,true
264,27,7,13,1,0,true
265,27,9,11,0,1,true
266,27,10,19,3,2,true
267,27,12,18,3,0,true
268,27,15,4,1,1,true
269,27,16,2,2,0,true
270,27,20,14,3,0,true
271,39,2,15,0,0,true
272,28,3,6,2,2,true
273,28,4,7,0,1,true
274,28,8,12,1,1,true
275,39,11,1,3,0,true
276,28,13,5,0,0,true
277,28,14,9,1,0,true
278,28,17,20,2,3,true
279,28,18,10,3,0,true
280,28,19,16,3,1,true
281,29,1,19,1,0,true
282,29,5,17,1,1,true
283,29,6,8,4,0,true
284,29,7,18,1,0,true
285,29,9,2,4,0,true
286,29,10,3,2,1,true
287,29,12,11,2,0,true
288,29,15,14,1,0,true
289,29,16,13,0,1,true
290,29,20,4,0,0,true
291,39,2,6,1,2,true
292,39,3,7,0,2,true
293,39,4,1,2,1,true
294,39,8,10,0,0,true
295,39,11,5,5,0,true
296,39,13,15,3,0,true
297,39,14,16,0,3,true
298,39,17,12,1,1,true
299,39,18,9,1,1,true
300,39,19,20,0,2,true
301,40,5,18,1,0,true
302,40,6,11,2,1,true
303,40,9,4,0,0,true
304,40,10,7,4,0,true
305,40,12,15,3,0,true
306,40,13,2,1,1,true
307,40,14,8,0,1,true
308,40,16,1,0,2,true
309,40,17,19,2,0,true
310,40,20,3,1,0,true
311,41,1,14,4,0,true
312,41,2,20,0,1,true
313,41,3,13,1,4,true
314,41,4,12,0,3,true
315,41,7,5,0,1,true
316,41,8,9,2,1,true
317,41,11,10,4,0,true
318,41,15,17,3,1,true
319,41,18,16,1,3,true
320,41,19,6,3,2,true
321,42,5,15,1,1,true
322,42,6,18,3,0,true
323,42,9,7,3,0,true
324,42,10,2,2,0,true
325,42,12,3,5,2,true
326,42,13,19,2,2,true
327,42,14,4,0,1,true
328,42,16,11,1,0,true
329,42,17,8,1,0,true
330,42,20,1,0,2,true
331,43,1,9,1,1,true
332,43,2,12,0,3,true
333,43,3,17,0,0,true
334,43,4,10,1,3,true
335,43,7,6,2,3,true
336,43,8,16,1,1,true
337,43,11,13,5,0,true
338,43,15,20,1,0,true
339,43,18,14,2,1,true
340,43,19,5,0,1,true
341,44,2,7,2,0,true
342,44,3,9,4,1,true
343,44,4,11,0,5,true
344,44,10,5,1,1,true
345,44,12,16,2,2,true
346,44,14,19,0,4,true
347,44,15,6,3,0,true
348,44,17,1,2,1,true
349,44,18,13,2,1,true
350,44,20,8,3,0,true
351,45,1,10,2,1,true
352,45,5,20,1,1,true
353,45,6,14,1,0,true
354,45,7,12,0,2,true
355,45,8,2,1,1,true
356,45,9,15,2,0,true
357,45,11,3,2,1,true
358,45,13,17,1,3,true
359,45,16,4,1,1,true
360,45,19,18,3,1,true
361,46,2,1,1,0,true
362,46,3,16,0,2,true
363,46,4,13,0,0,true
364,46,10,6,5,3,true
365,46,12,19,1,1,true
366,46,14,5,0,2,true
367,46,15,8,0,1,true
368,46,17,9,3,0,true
369,46,18,11,0,4,true
370,46,20,7,2,0,true
371,47,1,18,3,2,true
372,47,5,4,1,2,true
373,47,6,20,2,0,true
374,47,7,17,1,1,true
375,47,8,3,1,3,true
376,47,9,12,0,2,true
377,47,11,14,5,0,true
378,47,13,10,1,3,true
379,47,16,15,3,1,true
380,47,19,2,1,1,true
