id,event,team_h,team_a,team_h_score,team_a_score,finished
365,37,13,6,1,0,true
366,37,15,10,0,0,true
367,37,16,1,1,0,true
368,37,18,4,1,3,true
369,37,19,11,3,1,true
370,37,20,8,1,1,true
371,38,1,20,5,0,true
372,38,2,5,2,1,true
373,38,4,13,1,0,true
374,38,6,15,1,1,true
375,38,7,16,1,1,true
376,38,8,3,1,0,true
377,38,11,18,1,4,true
378,38,10,19,2,1,true
379,38,14,9,2,1,true
380,38,17,12,4,4,true
