id,event,team_h,team_a,team_h_score,team_a_score,finished
226,23,7,20,2,4,true
227,23,9,18,2,2,true
228,23,14,19,3,0,true
229,23,15,12,4,4,true
230,23,17,2,0,5,true
231,24,2,14,1,2,true
232,24,8,7,1,3,true
233,24,10,3,3,1,true
234,24,11,6,3,1,true
235,24,12,17,1,3,true
236,24,13,9,2,0,true
237,24,16,15,2,3,true
238,24,18,5,2,1,true
239,24,19,1,0,6,true
240,24,20,4,0,2,true
241,25,4,11,1,4,true
242,25,6,1,0,5,true
243,25,9,8,1,1,true
244,25,10,2,1,2,true
245,25,12,14,1,2,true
246,25,13,7,1,1,true
247,25,15,3,2,2,true
248,25,16,19,2,0,true
249,25,17,5,0,5,true
250,25,18,20,1,2,true
251,26,1,15,4,1,true
252,26,2,16,4,2,true
253,26,3,13,0,1,true
254,26,5,9,1,1,true
255,35,7,18,2,0,true
256,26,8,6,3,0,true
257,25,11,12,4,1,true
258,26,14,10,1,2,true
259,26,19,4,4,2,true
260,26,20,17,1,0,true
261,27,4,7,2,2,true
262,27,6,3,0,2,true
263,27,9,19,1,3,true
264,27,10,5,3,0,true
265,27,12,2,2,3,true
266,27,13,14,3,1,true
267,27,15,20,3,0,true
268,27,16,11,0,1,true
269,27,17,1,0,6,true
270,27,18,8,3,1,true
271,28,1,4,2,1,true
272,28,2,18,0,4,true
273,28,3,17,2,2,true
274,28,5,16,1,0,true
275,28,7,15,3,2,true
276,28,8,12,1,1,true
277,28,11,13,1,1,true
278,28,14,9,2,0,true
279,28,19,6,2,2,true
280,28,20,10,2,1,true
281,34,1,7,5,0,true
282,34,5,13,0,4,true
283,29,6,4,2,1,true
284,34,8,15,2,0,true
285,34,9,11,2,0,true
286,29,10,18,3,0,true
287,29,12,16,1,1,true
288,34,14,17,4,2,true
289,29,19,2,1,1,true
290,34,20,3,0,1,true
291,30,2,20,2,0,true
292,30,3,9,2,1,true
293,30,4,14,1,1,true
294,30,7,6,2,2,true
295,30,11,5,2,1,true
296,30,13,1,0,0,true
297,30,15,19,4,3,true
298,30,16,8,1,1,true
299,30,17,10,3,3,true
300,30,18,12,2,1,true
301,31,1,12,2,0,true
302,31,3,8,1,0,true
303,31,4,5,0,0,true
304,31,6,20,1,1,true
305,31,16,10,3,1,true
306,31,19,18,1,1,true
307,31,7,14,4,3,true
308,31,11,17,3,1,true
309,31,13,2,4,1,true
310,31,15,9,1,1,true
311,32,2,4,3,3,true
312,32,5,1,0,3,true
313,32,8,13,2,4,true
314,32,9,6,1,0,true
315,32,10,15,0,1,true
316,32,12,3,2,1,true
317,32,14,11,2,2,true
318,32,17,7,2,2,true
319,32,18,16,3,1,true
320,32,20,19,1,2,true
321,33,1,2,0,2,true
322,33,3,14,2,2,true
323,33,4,17,2,0,true
324,33,6,5,1,1,true
325,33,7,9,6,0,true
326,33,11,8,0,1,true
327,33,13,12,5,1,true
328,33,15,18,4,0,true
329,33,16,20,2,2,true
330,33,19,10,0,2,true
331,34,2,3,3,1,true
332,37,5,7,1,2,true
333,34,8,19,5,2,true
334,34,9,16,2,0,true
335,34,10,11,1,3,true
336,34,12,4,1,5,true
337,37,14,15,3,2,true
338,34,17,6,1,4,true
339,37,18,13,0,2,true
340,34,20,1,0,2,true
341,35,2,7,2,2,true
342,35,3,5,3,0,true
343,35,9,4,1,0,true
344,35,10,8,1,1,true
345,35,14,6,1,1,true
346,35,15,17,5,1,true
347,35,16,13,0,2,true
348,35,18,1,2,3,true
349,35,19,11,2,2,true
350,35,20,12,2,1,true
351,36,1,3,3,0,true
352,36,4,10,0,0,true
353,36,5,2,1,0,true
354,36,6,15,1,4,true
355,36,7,19,5,0,true
356,36,8,14,4,0,true
357,36,11,18,4,2,true
358,36,12,9,1,1,true
359,36,13,20,5,1,true
360,36,17,16,1,3,true
361,37,2,11,3,3,true
362,37,3,4,1,2,true
363,37,9,17,1,0,true
364,37,10,13,0,4,true
365,37,14,1,0,1,true
366,37,15,5,1,1,true
367,37,16,7,2,3,true
368,37,18,6,2,1,true
369,37,19,12,3,1,true
370,37,20,8,1,3,true
371,38,1,9,2,1,true
372,38,4,15,2,4,true
373,38,5,14,0,2,true
374,38,6,16,1,2,true
375,38,7,3,2,1,true
376,38,8,2,5,0,true
377,38,11,20,2,0,true
378,38,12,10,2,4,true
379,38,13,19,3,1,true
380,38,17,18,0,3,true
