id,event,team_h,team_a,team_h_score,team_a_score,finished
249,25,15,5,2,3,true
250,25,20,7,1,3,true
251,26,2,6,1,0,true
252,26,5,1,1,1,true
253,26,7,11,2,2,true
254,26,8,3,2,3,true
255,26,9,4,1,2,true
256,26,13,10,3,0,true
257,26,16,20,0,0,true
258,26,17,12,0,1,true
259,26,18,15,1,2,true
260,26,19,14,1,1,true
261,27,2,11,1,1,true
262,27,5,6,0,2,true
263,27,7,3,1,1,true
264,27,8,20,1,0,true
265,27,9,14,0,1,true
266,27,13,15,2,1,true
267,27,16,12,0,1,true
268,27,17,10,1,3,true
269,27,18,1,1,4,true
270,27,19,4,0,0,true
271,28,1,7,2,1,true
272,28,4,17,1,1,true
273,28,6,16,2,1,true
274,28,3,5,3,4,true
275,28,10,18,2,1,true
276,28,11,13,0,1,true
277,28,12,19,5,2,true
278,28,14,8,2,1,true
279,28,15,9,2,3,true
280,28,20,2,2,0,true
281,29,2,7,1,4,true
282,29,4,5,0,0,true
283,29,6,1,0,1,true
284,29,9,3,2,0,true
285,29,10,19,0,1,true
286,29,11,17,0,1,true
287,29,13,16,2,2,true
288,29,15,14,2,1,true
289,29,18,8,1,3,true
290,29,20,12,2,1,true
291,30,1,9,2,0,true
292,30,5,20,2,2,true
293,30,3,4,0,0,true
294,30,7,15,0,1,true
295,30,8,11,0,0,true
296,30,12,18,1,1,true
297,30,14,2,3,1,true
298,30,16,10,0,0,true
299,30,17,6,0,1,true
300,30,19,13,1,1,true
301,31,2,19,2,0,true
302,31,4,14,2,2,true
303,31,6,12,2,1,true
304,31,9,7,3,0,true
305,31,10,3,3,1,true
306,31,11,5,0,0,true
307,36,13,8,3,0,true
308,31,15,17,1,2,true
309,31,18,16,0,3,true
310,26,20,1,2,2,true
311,32,1,4,1,2,true
312,32,5,9,2,2,true
313,32,3,6,0,2,true
314,32,7,13,0,3,true
315,32,8,15,2,1,true
316,32,12,10,2,0,true
317,32,14,11,1,2,true
318,32,16,2,1,1,true
319,32,17,18,1,0,true
320,32,19,20,4,0,true
321,33,2,17,4,3,true
322,33,5,10,0,0,true
323,33,7,14,0,1,true
324,33,8,19,0,0,true
325,33,9,12,1,2,true
326,33,11,20,3,0,true
327,33,13,1,2,1,true
328,33,15,4,1,2,true
329,33,16,3,4,1,true
330,33,18,6,2,2,true
331,34,1,15,1,0,true
332,33,4,11,2,2,true
333,33,6,7,3,0,true
334,33,3,13,0,1,true
335,34,10,2,1,0,true
336,34,12,8,3,1,true
337,34,14,5,2,1,true
338,34,17,16,0,5,true
339,34,19,9,2,1,true
340,34,20,18,0,1,true
341,35,1,10,3,0,true
342,35,2,18,1,2,true
343,35,4,8,3,0,true
344,35,5,19,3,0,true
345,35,7,16,1,3,true
346,35,9,13,3,3,true
347,35,11,3,3,1,true
348,35,14,12,3,2,true
349,35,15,6,3,1,true
350,35,20,17,1,1,true
351,36,6,20,3,0,true
352,36,3,2,2,2,true
353,36,8,9,2,2,true
354,36,10,4,0,1,true
355,36,12,7,1,1,true
356,36,13,5,3,0,true
357,36,16,15,1,1,true
358,36,17,14,0,0,true
359,36,18,11,1,1,true
360,36,19,1,0,1,true
361,37,1,3,1,0,true
362,37,2,12,4,2,true
363,37,4,13,1,1,true
364,37,5,8,2,2,true
365,37,7,18,2,1,true
366,37,9,17,1,3,true
367,37,11,6,1,0,true
368,37,14,16,3,2,true
369,37,15,19,3,1,true
370,37,20,10,1,1,true
371,38,6,14,0,3,true
372,38,3,20,1,1,true
373,38,8,1,1,2,true
374,38,10,15,2,0,true
375,38,12,5,1,1,true
376,38,13,2,1,2,true
377,38,16,4,1,1,true
378,38,17,7,2,1,true
379,38,18,9,1,0,true
380,38,19,11,3,0,true
